id,cuisine
29064,chinese
26896,spanish
29477,italian
3352,southern_us
4966,mexican
7316,italian
23879,mexican
16525,mexican
32843,italian
39574,chinese
32737,mexican
44788,indian
28772,italian
34189,mexican
33719,cajun_creole
25846,indian
1423,indian
4328,italian
579,french
5219,indian
2314,cajun_creole
31143,italian
13409,mexican
3281,greek
15804,thai
40835,cajun_creole
39262,korean
37013,indian
14807,japanese
47956,mexican
2580,mexican
13720,italian
23008,japanese
5951,indian
39312,mexican
6176,southern_us
17617,chinese
57,mexican
43422,russian
49403,italian
44751,southern_us
21865,mexican
26584,mexican
39355,filipino
14038,mexican
45396,indian
49715,mexican
41515,vietnamese
30445,spanish
4090,mexican
17207,thai
40376,southern_us
19398,italian
22347,vietnamese
49671,mexican
40854,italian
926,chinese
47919,mexican
20571,italian
18866,french
48742,mexican
14577,italian
29481,italian
40996,italian
34470,italian
31147,mexican
35932,italian
27221,italian
48301,italian
29925,japanese
48640,thai
22873,southern_us
10565,cajun_creole
15509,southern_us
37569,french
13306,chinese
40474,italian
15182,chinese
8609,korean
32168,southern_us
1125,mexican
25244,italian
46889,chinese
13841,thai
47135,moroccan
29036,indian
43533,chinese
41631,italian
22124,cajun_creole
18836,cajun_creole
35695,french
5141,indian
41894,moroccan
4972,italian
34195,thai
14183,cajun_creole
15188,indian
8734,italian
30946,italian
5588,cajun_creole
49554,french
1270,indian
1259,vietnamese
45986,greek
22351,southern_us
300,mexican
9278,southern_us
10021,indian
17014,russian
40855,italian
18362,japanese
16292,chinese
29924,southern_us
47174,mexican
4856,italian
15417,italian
19875,southern_us
42228,moroccan
36264,mexican
14571,southern_us
23496,chinese
43879,italian
23431,indian
5499,italian
247,southern_us
48795,indian
47113,italian
489,mexican
13036,japanese
4838,italian
40630,indian
17576,italian
29972,indian
8123,indian
35918,mexican
42669,cajun_creole
24632,french
35740,russian
45670,italian
28041,filipino
46688,korean
10309,thai
15367,indian
30562,southern_us
47151,italian
47300,thai
31200,mexican
5749,italian
41807,italian
13990,mexican
23572,greek
872,southern_us
38085,thai
5248,chinese
26309,mexican
26880,mexican
41559,mexican
8059,jamaican
26041,thai
30019,indian
7207,indian
30309,french
2092,southern_us
8023,chinese
4016,southern_us
24631,italian
35068,southern_us
8523,moroccan
28463,italian
8629,spanish
43829,southern_us
22129,italian
34505,chinese
38200,chinese
36513,chinese
32187,italian
7788,southern_us
31130,filipino
40483,southern_us
2224,southern_us
14143,french
22889,mexican
17406,chinese
10451,indian
19844,italian
23416,french
33874,french
39951,mexican
41361,mexican
44659,mexican
8836,southern_us
21709,indian
22993,thai
39191,chinese
17182,mexican
20507,korean
42397,southern_us
18897,italian
3797,mexican
11041,brazilian
807,vietnamese
3514,italian
12936,thai
15050,southern_us
43377,cajun_creole
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,cajun_creole
47647,southern_us
35947,mexican
14499,italian
43525,irish
5723,italian
48497,italian
43822,french
525,italian
30594,mexican
47948,southern_us
2099,indian
43863,mexican
24711,thai
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,italian
5110,french
27214,italian
34803,indian
36822,italian
6912,mexican
20373,french
29157,italian
6327,mexican
35502,mexican
8305,italian
35598,french
48538,indian
49358,indian
44506,mexican
39146,indian
29270,southern_us
20560,french
24169,southern_us
41537,italian
10431,italian
31517,indian
34049,chinese
26964,chinese
49655,italian
9101,french
30377,italian
7046,indian
47969,italian
18971,southern_us
38891,mexican
29506,thai
40305,italian
21255,southern_us
15578,mexican
24894,southern_us
32089,chinese
46097,thai
40982,italian
12543,italian
38366,italian
32925,italian
17506,thai
48389,greek
41804,chinese
9961,mexican
24939,indian
39599,french
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,indian
16901,italian
13370,italian
2954,vietnamese
40353,italian
8207,jamaican
10933,chinese
38206,southern_us
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,italian
20510,southern_us
17602,thai
35665,french
46589,indian
8178,mexican
34880,italian
42527,mexican
29682,filipino
32166,thai
30343,irish
15385,cajun_creole
18372,thai
29211,italian
23269,chinese
4561,italian
27365,mexican
49032,japanese
22064,italian
12060,southern_us
47834,southern_us
25815,southern_us
34036,cajun_creole
19326,chinese
44078,mexican
31090,italian
17485,irish
708,french
5350,vietnamese
29754,italian
18309,italian
46871,french
27300,southern_us
41890,mexican
49548,southern_us
11392,french
1354,mexican
48819,southern_us
19097,southern_us
42113,greek
24060,thai
25849,mexican
4543,french
25306,southern_us
41966,italian
48719,indian
48191,vietnamese
8826,southern_us
42703,mexican
16083,southern_us
26613,chinese
28088,italian
39965,southern_us
36239,french
4322,italian
9951,italian
3045,mexican
28585,italian
39841,italian
25913,mexican
39715,chinese
23135,indian
47022,indian
24160,mexican
18619,italian
12574,chinese
22681,indian
33692,cajun_creole
538,mexican
22118,chinese
21890,southern_us
36340,chinese
27973,italian
12870,mexican
22564,chinese
35063,greek
7000,russian
11318,moroccan
47001,french
11395,chinese
23507,chinese
47242,french
48957,italian
17721,italian
25138,southern_us
47438,italian
47162,italian
42459,southern_us
6486,indian
24116,indian
31596,chinese
38887,korean
10665,jamaican
13712,filipino
2633,southern_us
35784,southern_us
45204,italian
46722,southern_us
34949,southern_us
35321,chinese
46430,southern_us
34431,southern_us
30890,filipino
42132,irish
15702,french
47719,italian
45160,italian
20600,italian
10800,greek
30479,italian
9457,mexican
26571,southern_us
42942,italian
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,mexican
37007,italian
23595,italian
25233,french
5503,chinese
47338,chinese
44695,vietnamese
7141,southern_us
14564,italian
19655,british
35326,indian
35922,mexican
28171,italian
1322,italian
14923,filipino
42344,italian
16380,mexican
15233,indian
8338,japanese
41014,italian
30440,mexican
23043,chinese
20788,italian
14375,mexican
1184,chinese
34280,italian
46171,french
31834,chinese
14759,italian
15855,chinese
6662,italian
15056,moroccan
34873,chinese
20089,southern_us
20015,mexican
18402,italian
6418,french
1454,chinese
14070,chinese
26424,chinese
27349,indian
26459,vietnamese
13151,italian
12264,italian
18366,italian
46851,indian
18954,italian
39858,chinese
43500,indian
21656,french
10505,chinese
5313,french
28951,japanese
19961,indian
1795,french
9917,british
26180,mexican
9726,italian
47689,italian
7866,italian
41625,mexican
35160,mexican
4430,french
39082,french
46186,mexican
11988,southern_us
24177,french
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,mexican
4255,mexican
37105,mexican
35848,mexican
17416,mexican
39066,french
36270,cajun_creole
24406,filipino
20517,italian
27630,mexican
19670,french
4685,italian
45260,italian
378,chinese
40841,french
27632,japanese
12193,mexican
38047,mexican
10170,italian
25043,indian
23851,italian
14743,chinese
13294,french
26466,chinese
32002,irish
37526,southern_us
8888,italian
38945,southern_us
38546,southern_us
38869,french
10556,mexican
3296,french
25977,mexican
32025,mexican
44087,italian
32762,southern_us
824,southern_us
44636,italian
542,chinese
38218,italian
41930,thai
1987,southern_us
37378,italian
8873,italian
1513,filipino
44013,mexican
38042,indian
11576,jamaican
24510,italian
823,italian
23443,japanese
34870,indian
3846,southern_us
14993,french
16854,thai
5886,mexican
33793,italian
2999,french
20843,mexican
29153,italian
33790,moroccan
16516,indian
37887,french
18466,indian
48033,mexican
45404,italian
4175,mexican
31986,italian
38555,indian
26832,korean
19810,mexican
49086,french
39579,cajun_creole
25551,southern_us
42549,indian
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,japanese
48171,chinese
22896,southern_us
10878,mexican
31643,mexican
47624,mexican
35141,italian
13498,chinese
24566,italian
16533,french
15437,mexican
19426,greek
32416,mexican
2427,italian
9178,brazilian
40606,italian
28450,japanese
7946,italian
21756,greek
17843,southern_us
44066,chinese
7427,chinese
11297,french
42965,italian
23067,french
35066,thai
27938,greek
39075,greek
20200,southern_us
19823,french
12336,chinese
34714,mexican
45388,italian
25639,greek
33985,southern_us
25524,thai
19641,chinese
11106,chinese
22165,italian
35412,greek
23475,japanese
1570,mexican
12815,italian
37253,moroccan
16900,greek
7701,chinese
49391,mexican
1132,italian
13051,mexican
2284,japanese
21410,italian
25604,greek
45746,thai
35911,southern_us
26608,japanese
16991,italian
40657,thai
47960,french
38408,southern_us
1295,vietnamese
40139,russian
38538,southern_us
26420,cajun_creole
10326,thai
5181,italian
18210,indian
3241,southern_us
27062,italian
41527,thai
45484,mexican
38755,italian
47246,italian
164,spanish
723,indian
299,southern_us
1519,mexican
34077,italian
45254,indian
34760,russian
11154,french
26274,italian
15081,italian
45100,mexican
1417,southern_us
32083,italian
29971,italian
17679,cajun_creole
36539,indian
34975,mexican
4633,irish
10321,french
35565,italian
26919,chinese
9549,southern_us
31863,mexican
22053,southern_us
19443,russian
18540,italian
23354,italian
13859,mexican
23904,thai
6675,italian
18595,southern_us
12967,chinese
17283,southern_us
23211,italian
14358,mexican
31398,french
42650,italian
25258,korean
18457,thai
11810,mexican
9499,cajun_creole
11943,indian
6810,thai
34323,chinese
23296,chinese
45927,italian
45196,southern_us
19917,japanese
20210,spanish
41629,filipino
39907,italian
4956,mexican
37058,mexican
20859,korean
3315,italian
4401,italian
21361,italian
44164,french
26391,italian
47771,italian
44140,greek
43739,indian
12481,irish
12292,chinese
15965,indian
23409,indian
39005,chinese
2774,southern_us
14529,japanese
16926,italian
26890,brazilian
9663,southern_us
43052,thai
24193,southern_us
5476,italian
10048,greek
1981,filipino
12194,indian
22202,irish
7626,chinese
37365,mexican
44144,mexican
37723,french
47194,filipino
30827,italian
33108,indian
2075,southern_us
6326,italian
11083,mexican
30311,chinese
45371,moroccan
18232,indian
9768,japanese
6648,italian
35650,southern_us
23013,italian
6669,southern_us
42670,mexican
18155,italian
44622,filipino
28426,mexican
23743,mexican
14176,brazilian
9576,italian
36577,mexican
16671,italian
22964,chinese
16424,french
47225,indian
17565,southern_us
36401,southern_us
30314,french
32982,chinese
21866,southern_us
1475,italian
13053,italian
33983,southern_us
24051,italian
22800,irish
16561,chinese
2740,southern_us
219,southern_us
48737,southern_us
2164,french
13579,italian
71,italian
12420,italian
35209,mexican
11472,indian
43172,chinese
24927,spanish
37102,southern_us
10743,italian
27874,mexican
9565,italian
21419,mexican
767,chinese
28308,italian
37605,italian
9558,french
31527,italian
2419,chinese
7541,chinese
11400,greek
23487,mexican
8087,french
21906,italian
48830,mexican
37328,southern_us
45490,italian
9710,italian
16153,chinese
39537,chinese
13923,italian
8120,cajun_creole
12923,cajun_creole
1556,jamaican
6871,french
34201,southern_us
36146,french
33170,southern_us
20082,mexican
26517,french
15214,cajun_creole
34092,southern_us
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,irish
26693,italian
19618,indian
35589,indian
46084,southern_us
17256,mexican
47570,mexican
32796,indian
27047,italian
39487,mexican
130,thai
17627,italian
29072,southern_us
1108,chinese
22666,russian
41630,cajun_creole
27289,italian
42299,southern_us
36078,italian
7098,italian
46999,filipino
28791,chinese
39576,mexican
2447,southern_us
22449,cajun_creole
23828,indian
5660,filipino
47460,italian
17912,cajun_creole
12288,italian
44037,southern_us
20875,mexican
6500,korean
13813,mexican
4907,indian
38186,italian
9816,mexican
8170,french
21681,mexican
42384,mexican
35366,chinese
34244,french
35421,mexican
33457,mexican
28026,chinese
38122,italian
21362,french
42253,cajun_creole
21994,italian
34457,vietnamese
40229,mexican
10181,mexican
38257,moroccan
40992,moroccan
15617,italian
34754,thai
45459,italian
31295,southern_us
44977,southern_us
18322,korean
23257,chinese
10084,southern_us
16445,indian
10594,chinese
26828,italian
47643,chinese
49680,chinese
27446,italian
8731,italian
37341,italian
42241,japanese
13669,french
21403,japanese
688,mexican
23894,italian
35753,french
44692,italian
235,mexican
20982,mexican
10166,mexican
2187,cajun_creole
5022,thai
49037,italian
44478,southern_us
8912,jamaican
8919,italian
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,french
39591,italian
46746,mexican
31926,italian
10159,french
11342,chinese
32421,southern_us
19969,greek
3029,french
39565,southern_us
7426,chinese
20624,greek
4385,southern_us
18761,french
46710,chinese
46241,southern_us
14208,mexican
29323,italian
40663,italian
32391,mexican
9506,italian
35402,french
48796,italian
4657,italian
2404,southern_us
36923,southern_us
41762,french
19344,chinese
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,southern_us
40345,italian
24765,southern_us
25563,southern_us
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,greek
6960,italian
20724,korean
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,italian
16775,vietnamese
24732,italian
24221,french
33300,italian
34971,chinese
19777,italian
24337,italian
24709,japanese
28557,italian
8963,french
31515,cajun_creole
22575,vietnamese
11011,italian
42030,italian
48012,filipino
13623,southern_us
49552,indian
5702,chinese
3847,italian
34221,italian
4312,mexican
35834,moroccan
11849,cajun_creole
38290,indian
3064,southern_us
30099,french
37354,mexican
27877,italian
45642,mexican
10629,indian
17557,mexican
3725,mexican
49507,french
5560,indian
42239,indian
29559,vietnamese
46028,southern_us
26523,mexican
28313,indian
32502,thai
43610,thai
35563,italian
22160,chinese
11258,chinese
36220,chinese
15974,southern_us
30449,indian
29676,indian
29951,chinese
2268,british
36813,mexican
28096,mexican
40471,italian
6545,italian
33598,mexican
22338,mexican
41918,thai
2133,mexican
42259,thai
11056,mexican
7034,italian
17040,chinese
35238,southern_us
46155,southern_us
23356,italian
3909,indian
22107,mexican
1656,mexican
9302,southern_us
19473,italian
13566,italian
23424,italian
4139,southern_us
15970,southern_us
47732,french
37251,french
44870,thai
9773,italian
2131,mexican
6381,italian
9613,spanish
47364,japanese
34376,italian
26408,indian
4763,southern_us
18982,mexican
2766,chinese
19247,chinese
13462,french
19678,southern_us
22814,italian
18582,southern_us
3124,vietnamese
19347,greek
8812,cajun_creole
22037,southern_us
15423,french
35960,italian
49336,mexican
1255,italian
17646,italian
20631,french
19492,mexican
22895,southern_us
18607,southern_us
34569,chinese
48356,spanish
12252,southern_us
21071,italian
22458,southern_us
19585,southern_us
15597,french
15038,irish
20028,southern_us
29764,mexican
17206,french
40901,mexican
37954,chinese
16933,thai
42657,moroccan
21846,chinese
33834,mexican
25873,italian
5938,italian
34762,italian
39835,southern_us
5805,indian
13914,chinese
45924,moroccan
41460,italian
37287,southern_us
25059,italian
34872,mexican
7524,chinese
10427,chinese
8014,italian
14740,italian
24329,chinese
38514,thai
12665,chinese
24655,italian
7078,chinese
15995,southern_us
15861,southern_us
30662,mexican
17836,italian
2078,french
3600,filipino
46302,indian
28375,southern_us
34839,french
18345,italian
23205,french
34763,french
26692,italian
10317,thai
11767,mexican
36881,italian
33468,chinese
20669,mexican
18159,italian
22891,russian
39588,italian
35941,japanese
15981,mexican
26013,vietnamese
5076,italian
1573,italian
39380,southern_us
13845,southern_us
35146,russian
32924,southern_us
9567,italian
35203,southern_us
39666,italian
17786,thai
21936,italian
8668,southern_us
41339,italian
32268,italian
29706,mexican
42032,southern_us
8105,southern_us
11218,french
7159,italian
47817,southern_us
1572,jamaican
38720,cajun_creole
14780,mexican
31839,mexican
6501,mexican
39533,southern_us
22820,southern_us
9619,chinese
14025,italian
19697,italian
5370,southern_us
32639,chinese
15249,chinese
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,mexican
47585,italian
20326,brazilian
43932,mexican
29704,chinese
12447,cajun_creole
38117,thai
2684,greek
25371,mexican
25518,french
27083,italian
16073,indian
45667,cajun_creole
44188,italian
44888,mexican
41594,indian
1061,thai
6536,italian
31586,mexican
9792,italian
40395,french
24861,italian
32253,indian
31082,french
19298,chinese
6600,irish
46939,french
6092,southern_us
36600,russian
45979,italian
46910,italian
14174,italian
10609,mexican
28647,moroccan
19066,indian
16803,indian
49114,british
14664,italian
39670,southern_us
4583,southern_us
31121,french
12589,chinese
22551,italian
11817,greek
22003,indian
42091,chinese
45966,cajun_creole
6811,irish
2711,italian
44757,filipino
5349,italian
30294,vietnamese
48944,indian
44048,italian
411,southern_us
44998,korean
18078,thai
48533,italian
16485,vietnamese
32939,southern_us
11808,italian
23059,chinese
16466,italian
7315,british
13178,indian
2751,indian
41395,mexican
20534,southern_us
12111,french
38708,italian
37481,mexican
28048,mexican
13123,italian
2174,italian
17190,cajun_creole
25756,mexican
38180,cajun_creole
26892,cajun_creole
23757,italian
8553,spanish
36272,thai
35224,southern_us
5203,french
23565,southern_us
31420,indian
43491,chinese
38773,french
15223,mexican
17763,french
24528,italian
21704,southern_us
45329,mexican
48876,italian
3741,indian
47710,french
9182,italian
13782,mexican
3369,korean
11985,southern_us
39817,chinese
26869,italian
37461,indian
24217,italian
2474,southern_us
45929,french
12768,french
924,british
13258,southern_us
7955,indian
37056,chinese
17934,mexican
5843,indian
46881,italian
4049,mexican
24173,southern_us
4683,italian
32612,chinese
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,filipino
36951,brazilian
4703,mexican
10734,indian
40444,southern_us
44334,southern_us
35991,italian
34020,chinese
3743,french
18305,chinese
7877,italian
10606,mexican
30584,mexican
9266,indian
35196,italian
41070,mexican
25930,filipino
48564,southern_us
14213,thai
6618,mexican
18479,southern_us
10279,italian
30750,italian
45701,southern_us
22947,chinese
6467,indian
16365,indian
7184,greek
23270,mexican
41805,southern_us
7537,indian
18616,chinese
42857,indian
37906,irish
16846,italian
573,mexican
26657,indian
12408,russian
38232,greek
33447,mexican
40227,italian
35760,italian
1385,french
47866,italian
30871,french
22604,chinese
39397,indian
38782,filipino
45343,italian
26112,indian
10209,italian
31702,southern_us
37943,chinese
23471,italian
3529,thai
46794,moroccan
16626,mexican
32361,japanese
20932,cajun_creole
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,italian
28234,italian
47449,mexican
33869,mexican
4924,southern_us
18862,vietnamese
30556,indian
35762,italian
7396,french
21232,indian
18299,cajun_creole
35468,french
42838,greek
33972,cajun_creole
46021,korean
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,italian
11061,southern_us
27000,mexican
37396,chinese
47358,mexican
47825,italian
24681,southern_us
37706,chinese
44056,italian
38298,greek
30788,italian
36144,italian
21792,southern_us
31745,mexican
15104,french
30589,thai
14235,indian
2608,greek
34828,italian
3282,southern_us
4336,southern_us
25666,indian
17831,mexican
17008,cajun_creole
35845,thai
19494,italian
30797,southern_us
33763,mexican
19950,southern_us
23089,southern_us
32074,chinese
49640,thai
8403,chinese
15879,italian
7949,indian
31483,thai
32928,japanese
27647,southern_us
34616,italian
21113,italian
41599,cajun_creole
23924,japanese
36335,italian
36194,jamaican
10980,mexican
45999,southern_us
3943,chinese
188,southern_us
5799,french
20964,southern_us
2716,french
5464,italian
17640,italian
39437,filipino
14835,japanese
3094,italian
14826,italian
30173,moroccan
37811,italian
22363,chinese
6369,southern_us
26850,mexican
48887,italian
44405,italian
21477,indian
32697,indian
38843,mexican
20076,southern_us
26429,mexican
35648,thai
41794,cajun_creole
22100,italian
30216,southern_us
17656,filipino
17317,southern_us
4928,italian
43965,southern_us
6404,southern_us
12274,chinese
6651,italian
40406,italian
40933,mexican
23419,mexican
37867,mexican
28834,italian
23912,chinese
4791,mexican
36354,japanese
32298,italian
44577,mexican
48859,chinese
32485,moroccan
8394,spanish
7708,italian
38385,southern_us
22622,thai
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,italian
434,italian
5479,mexican
42420,southern_us
47346,irish
44568,mexican
38650,greek
19191,italian
22848,british
17886,mexican
6036,french
38608,french
12890,japanese
15709,southern_us
13125,southern_us
48454,italian
36627,southern_us
47884,italian
28,southern_us
45365,mexican
40795,chinese
17651,indian
1530,italian
17604,japanese
4700,mexican
24972,italian
23525,mexican
7092,southern_us
43757,italian
4808,mexican
7249,southern_us
27589,italian
47523,italian
44244,italian
10383,korean
37285,mexican
21332,chinese
7311,italian
28052,southern_us
31653,italian
1740,italian
5484,brazilian
41406,southern_us
41907,southern_us
46515,mexican
38392,italian
15925,mexican
5094,southern_us
31816,southern_us
35713,southern_us
31296,mexican
41640,french
22419,indian
47874,mexican
6570,italian
6936,southern_us
34063,indian
34141,brazilian
44572,french
28425,southern_us
38481,mexican
18955,italian
46466,italian
5692,filipino
39836,mexican
33718,mexican
36250,southern_us
286,indian
29766,italian
20541,italian
31173,southern_us
46440,italian
23905,mexican
37232,southern_us
8517,italian
21249,cajun_creole
32700,korean
22845,mexican
45461,italian
1307,french
30010,italian
21646,mexican
28148,italian
26450,korean
16602,mexican
9928,french
27063,mexican
22273,southern_us
12744,indian
28272,italian
30350,italian
23362,italian
13645,greek
16942,french
34970,italian
27829,british
38058,mexican
13256,jamaican
31859,italian
43027,southern_us
22235,chinese
2933,italian
45981,italian
11460,italian
33770,cajun_creole
24399,french
8006,southern_us
48885,italian
42585,mexican
40160,southern_us
45541,mexican
22410,vietnamese
26226,mexican
4591,indian
5457,indian
39085,italian
24040,mexican
6576,chinese
34310,cajun_creole
27350,mexican
9968,vietnamese
2464,southern_us
27952,chinese
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,italian
8011,southern_us
5195,thai
36015,mexican
40910,italian
11309,italian
47556,cajun_creole
27958,chinese
27198,indian
643,southern_us
40853,indian
15815,japanese
2063,italian
19827,irish
33443,italian
44632,korean
26773,filipino
3203,italian
32873,cajun_creole
24806,chinese
45942,british
1324,southern_us
32526,japanese
48093,french
48942,italian
8845,italian
11546,italian
44358,mexican
3209,italian
10553,italian
44430,italian
44712,french
16351,indian
44644,italian
31670,indian
49147,southern_us
19750,italian
48121,vietnamese
22722,italian
9910,italian
14236,italian
48341,southern_us
23190,vietnamese
20362,spanish
44794,southern_us
39419,italian
13526,southern_us
42270,jamaican
37208,thai
33824,spanish
29953,italian
16387,chinese
37672,french
1868,italian
24984,japanese
47128,greek
44303,thai
20318,chinese
7513,italian
13261,italian
19259,indian
31103,italian
24037,italian
29984,southern_us
28159,southern_us
5318,southern_us
23962,mexican
2084,spanish
41793,italian
18960,southern_us
17025,mexican
15510,southern_us
36832,japanese
20643,southern_us
4154,mexican
10510,chinese
45117,southern_us
43403,italian
42471,chinese
6942,italian
33309,french
6689,indian
48687,italian
9880,italian
25590,filipino
21842,mexican
27151,indian
565,italian
21740,mexican
42399,british
35928,brazilian
47060,southern_us
43147,indian
16625,italian
16769,italian
12515,cajun_creole
14731,italian
11658,mexican
49467,japanese
19749,french
39723,indian
5722,italian
31967,italian
39857,italian
16534,chinese
27334,italian
32215,mexican
34903,southern_us
24990,italian
31307,moroccan
38874,mexican
24130,italian
27816,chinese
939,chinese
38293,southern_us
7889,cajun_creole
22114,french
24614,mexican
48827,chinese
3387,southern_us
41676,southern_us
3152,mexican
38805,mexican
27078,chinese
34940,italian
16855,chinese
41891,mexican
36715,indian
49455,mexican
26522,greek
28420,italian
329,french
18986,mexican
31705,southern_us
7402,italian
10212,southern_us
10640,korean
38014,indian
5172,italian
26986,cajun_creole
5088,vietnamese
24522,italian
1900,mexican
4801,indian
27932,japanese
30941,italian
42354,mexican
48854,russian
39058,italian
34294,italian
46593,southern_us
22582,mexican
36937,filipino
34596,french
42570,french
10147,southern_us
44796,mexican
46819,mexican
30905,mexican
34980,italian
49265,greek
37563,french
25673,chinese
14267,italian
32410,italian
26392,thai
27384,italian
43045,thai
22576,mexican
11597,greek
22656,french
47811,greek
7925,italian
14860,filipino
27525,italian
7798,italian
10848,italian
19062,french
32224,french
11529,italian
12155,southern_us
30628,southern_us
21909,chinese
14291,mexican
3323,french
6502,southern_us
25833,italian
31108,italian
47484,italian
27396,spanish
48147,chinese
10489,mexican
12014,mexican
4904,mexican
36607,italian
12756,mexican
32462,southern_us
42204,vietnamese
246,mexican
47061,korean
15908,vietnamese
